# Chado database date: 2024-09-30 21:55
gene_systematic_id	gene_name	synonyms	gene_product
SPBC17A3.10	pas4		peroxisomal ubiquitin-protein ligase E3 involved in peroxisome organization and biogenesis
SPBC17D1.01	spp41	SPBC17D11.09	DUF3020 family conserved fungal protein Spp41
SPBC17D1.02	dph2		diphthamide biosynthesis protein Dph2
SPBC17D1.03c	rrp43		exosome subunit Rrp43
SPBC17D1.04	acr1		RNA polymerase I upstream activation factor complex subunit Acr1
SPBC17D1.05	rhs1		fungal protein, conserved in ascomycetes
SPBC17D1.06	dbp3		ATP-dependent RNA helicase Dbp3
SPBC17D1.07c	npg1		GTPase regulator Rng2-like
SPBC17D1.17	tam11	SPNGAF32	Schizosaccharomyces specific microprotein Tam11
SPBC17D11.01	nep1		NEDD8 protease Nep1
SPBC17D11.02c	hrd1		Hrd1 ubiquitin ligase complex E3 subunit Hrd1
SPBC17D11.03c	pxp2		carboxymuconolactone decarboxylase-like protein, Pxp2
SPBC17D11.04c	nto1		histone acetyltransferase complex PHD finger subunit Nto1
SPBC17D11.05	tif301	tif32	translation initiation factor eIF3a
SPBC17D11.06	spp2	pri2	DNA primase large subunit Spp2
SPBC17D11.07c	rpn2		19S proteasome regulatory subunit Rpn2
SPBC17D11.08	dca7		WD repeat protein, DDB1 and CUL4-associated factor Dca7, implicated in gene expression
SPBC17F3.01c	rga5	SPBC557.01	RhoGAP Rga5
SPBC17F3.02	nak1	orb3,mor4	PAK-related GC kinase Nak1
SPBC17G9.02c	cdc73		RNA polymerase II accessory factor, Cdc73 family
SPBC17G9.03c	krs1		cytoplasmic lysine-tRNA ligase Krs1
SPBC17G9.04c	nup85	ptr5	nucleoporin Nup85
SPBC17G9.05	rct1	cyp6	cyclophilin family peptidyl-prolyl cis-trans isomerase, RRM-containing Rct1
SPBC17G9.06c	sib3		siderophore-iron biosynthesis protein Sib3
SPBC17G9.07	rps2402	rps24-2	40S ribosomal protein S24
SPBC17G9.08c	cnt5	csx2	centaurin Cnt5
SPBC17G9.09	tif213		translation initiation factor eIF2 gamma subunit
SPBC17G9.10	rpl1102	rpl11-2	60S ribosomal protein L11
SPBC17G9.11c	pyr1		pyruvate carboxylase Pyr1
SPBC17G9.12c			HAD superfamily hydrolase, unknown role
SPBC17G9.13c	cup1	lyr1	mitochondrial LYR family protein Cup1/Lyr1
SPBC1815.01	eno101	eno1	enolase
SPBC1826.01c	mot1		TATA-binding protein-associated transcription initiation factor Mot1
SPBC1861.01c	cnp3	SPBC56F2.13,mif2	CENP-C ortholog Cnp3
SPBC1861.02	abp2		unknown protein, may bind replication origins Abp2
SPBC1861.03	naa35	mak10	NatC N-acetyltransferase complex subunit Naa35
SPBC1861.04c	prp24		RNA-binding protein Prp24
SPBC1861.05			bifunctional pseudouridylate synthase/pseudouridine kinase
SPBC1861.06c	mug131		UPF0300 family protein 4
SPBC1861.07	elc1		elongin C Elc1
SPBC1861.08c	lea1		U2 snRNP-associated protein Lea1
SPBC1861.09	ppk22		serine/threonine protein kinase Ppk22
SPBC18A7.01	xpa1	SPBC4F6.19c,ppp52	X-Pro dipeptidase
SPBC18A7.02c			seven transmembrane receptor-like protein
SPBC18E5.01		SPBC29A3.19	unknown with similarity to bacterial carboxy-cis,cis-muconate cyclase
SPBC18E5.02c	lcb1	SPBC29A3.20c	serine palmitoyltransferase complex subunit
SPBC18E5.03c	sim4		CENP-K ortholog Sim4
SPBC18E5.04	rpl1001	rpl10-1,rpl10	60S ribosomal protein L10
SPBC18E5.05c	elp5	iki1	elongator complex subunit Elp5
SPBC18E5.06	rps21		40S ribosomal protein S21
SPBC18E5.07	aim21		barbed end F-actin assembly inhibitor
SPBC18E5.08			N-acetyltransferase
SPBC18E5.09c			Schizosaccharomyces specific protein
SPBC18E5.10			mitochondrial iron-sulfur cluster protein, implicated in respiratory complex assembly
SPBC18E5.11c	edc3	SPBC23G7.01c	enhancer of mRNA decapping Edc3
SPBC18E5.12c	mas2	SPBC23G7.02c	mitochondrial processing peptidase (MPP) complex alpha subunit Mas2
SPBC18E5.13	mti3	SPBC23G7.03	mitochondrial translation initiation factor Mti3
SPBC18E5.14c			Schizosaccharomyces specific protein
SPBC18H10.02	lcf1		long-chain-fatty-acid-CoA ligase Lcf1
SPBC18H10.03	tif307		translation initiation factor eIF3g
SPBC18H10.04c	sce3	tif48	translation initiation factor
SPBC18H10.05			WD repeat protein, human WDR44 family
SPBC18H10.06c	swd2	swd2.1	Set1C complex WD repeat subunit Swd2.1
SPBC18H10.07	wbp4		U2-type precatalytic spliceosome WW domain-binding protein Wbp4
SPBC18H10.08c	ubp4		ubiquitin C-terminal hydrolase Ubp4
SPBC18H10.09			zf-CHY type zinc finger protein
SPBC18H10.10c	saf4		splicing associated factor Saf4
SPBC18H10.11c	ppr2		mitochondrial PPR repeat protein Ppr2
SPBC18H10.12c	rpl701	rpl7,rpl7-1	RNase MRP subunit, ribosomal protein L7-like Rpl701
SPBC18H10.13	rps1402	rps14-2	40S ribosomal protein S14
SPBC18H10.14	rps1601	rps16-1	40S ribosomal protein S16
SPBC18H10.15	cdk11	ppk23	Cdk11-cyclinL compex kinase subunit Cdk11
SPBC18H10.16	vhc1		vacuolar membrane cation-chloride cotransporter Vhc1
SPBC18H10.17c	mhr1		mitochondrial ribosomal protein subunit L67
SPBC18H10.18c			Schizosaccharomyces specific protein
SPBC18H10.19	vps38		phophatidylinositol 3-kinase complex subunit Vps38
SPBC18H10.20c	any1	arn1,art1,can1	arrestin-related substrate adaptor Any1
SPBC1921.01c	rpl35A02	rpl37-1,rpl37	60S ribosomal protein L35A
SPBC1921.02	rad60		DNA repair protein, SUMO-related Rad60
SPBC1921.03c	mex67		mRNA export receptor, Tap, nucleoporin Mex67
SPBC1921.04c			dubious protein, reverse strand of sno20
SPBC1921.05	ape2	tma108	vacuolar aminopeptidase Ape2
SPBC1921.06c	pvg3	mug49	Golgi galactosylxylosylprotein 3-beta-galactosyltransferase Pvg3
SPBC1921.07c	sgf29	SPBC21D10.13	SAGA complex subunit Sgf29
SPBC19C2.01	cdc28	prp8	ATP-dependent RNA helicase Cdc28
SPBC19C2.02	pmt1	dnmt2	tRNA (cytosine-5-)-methyltransferase Pmt1
SPBC19C2.03	rpc10	rpb12	DNA-directed RNA polymerase I, II and III subunit Rpc10
SPBC19C2.04c	ubp11		mitochondrial outer membrane anchored ubiquitin C-terminal hydrolase Ubp11
SPBC19C2.05	pat1	ran1	serine/threonine protein kinase Ran1/Pat1
SPBC19C2.06c	mug124		Schizosaccharomyces pombe specific protein
SPBC19C2.07	fba1		fructose-bisphosphate aldolase Fba1
SPBC19C2.08	prp38		U4/U6 x U5 tri-snRNP complex subunit Prp38
SPBC19C2.09	sre1		DNA-binding transcription factor, sterol regulatory element binding protein Sre1
SPBC19C2.10			BAR adaptor protein, human endophilin A1-like ortholog
SPBC19C2.11c	mdm34		ERMES complex subunit, membrane tether and lipid transfer protein Mdm34
SPBC19C2.12	mrpl51		mitochondrial ribosomal protein subunit L43
SPBC19C2.13c	ctu2		cytosolic thiouridylase subunit Ctu2
SPBC19C2.14	smd3		Sm snRNP core protein Smd3
SPBC19C2.15c	phs1	SPBC2F12.16	3-hydroxyacyl-CoA dehydratase involved in very long-chain fatty acid elongation Phs1
SPBC19C7.01	mni1	SPBC32F12.13c	exon-exon junction complex disassembly factor, human partner of Y14 and mago ortholog
SPBC19C7.02	ubr1	SPBC32F12.14	N-end-recognizing protein, UBR ubiquitin-protein ligase E3 Ubr1
SPBC19C7.03	cyr1	git2	adenylate cyclase
SPBC19C7.04c			DUF2406 family conserved fungal protein
SPBC19C7.05	rcr1		plasma membrane adaptor for ubiquitin ligase Rcr1
SPBC19C7.06	prs1		cytoplasmic proline-tRNA ligase Prs1
SPBC19C7.07c	sen34		tRNA-splicing endonuclease catalytic subunit Sen34
SPBC19C7.08c	ppm2		tRNA methyltransferase Ppm2
SPBC19C7.09c	uve1	uvde	endonuclease Uve1
SPBC19C7.10	bqt4		integral nuclear inner membrane protein Bqt4
SPBC19C7.11			plasma membrane ClC chloride channel
SPBC19C7.12c	omh1		Golgi alpha-1,2-mannosyltransferase Omh1
SPBC19F5.01c	puc1	SPBP8B7.32c	G1 cyclin Puc1
SPBC19F5.02c	utp4		small subunit processome, U3 snoRNP-associated WD repeat protein Utp4
SPBC19F5.03	sac11		inositol polyphosphate phosphatase
SPBC19F5.04	hom3		aspartate kinase Hom3
SPBC19F5.05c	ppp1	SPBC25D12.01c	pescadillo-family BRCT domain protein Ppp1
SPBC19F8.01c	spn7	SPBC21.08c,mde8,SPBC21.08	meiotic septin Spn7
SPBC19F8.02	nud3		nuclear distribution protein NUDC homolog
SPBC19F8.03c	yap18		endocytic adaptor, ENTH/VHS domain Yap18
SPBC19F8.04c	lcl3		mitochondrial nuclease Lcl3, implicated in DNA repair
SPBC19F8.05	mrps26	pet123	mitochondrial ribosomal protein subunit S26
SPBC19F8.06c	meu22		plasma membrane amino acid transmembrane transporter Meu22
SPBC19F8.07	mcs6	crk1,mop1,cdk7	transcription factor TFIIH associated cyclin-dependent protein kinase Mcs6
SPBC19F8.08	rps401	rps4-1,rps4,SPBC25H2.17c	40S ribosomal protein S4
SPBC19G7.01c	msh2	swi8,mut3,SPBC24C6.12c	MutS protein homolog 2
SPBC19G7.02	abz2		4-amino-4-deoxychorismate lyase Abz2
SPBC19G7.03c	rps3002	rps30-2,rps30	40S ribosomal protein S30
SPBC19G7.04			protein-DNA covalent cross-linking repair protein
SPBC19G7.05c	bgs1	cps1,drc1,swl1	primary septum and spore wall linear 1,3-beta-glucan synthase catalytic subunit Bgs1
SPBC19G7.06	mbx1		DNA-binding transcription factor, MADS-box Mbx1
SPBC19G7.07c	ppr3	dmr1	mitochondrial PPR repeat protein Ppr3
SPBC19G7.08c	art1		arrestin-related substrate adaptor for RhoGEF, Art1
SPBC19G7.09	ulp1		SUMO deconjugating enzyme Ulp1
SPBC19G7.10c	pdc2	ppo1	topoisomerase II-associated deadenylation-dependent mRNA-decapping factor Pdc2
SPBC19G7.13	tbf1	trf1	DNA binding factor Trf1
SPBC19G7.14c	cog5		Golgi transport complex subunit Cog5
SPBC19G7.15	nup44		nucleoporin Nup44
SPBC19G7.16	iws1		transcription elongation factor complex subunit Iws1
SPBC19G7.17	sec6102	SPBC36B7.01	translocon subunit Sec61 homolog
SPBC19G7.18c		SPBC19G7.11c	OCIA domain-containing protein, involved in endocytosis pathway
SPBC19G7.19	tom5		mitochondrial TOM complex subunit Tom5
SPBC1A4.01	apc10	SPBC1E8.06	anaphase-promoting complex substrate recognition subunit Apc10
SPBC1A4.02c	leu1	SPBC1E8.07c	3-isopropylmalate dehydrogenase Leu1
SPBC1A4.03c	top2	ptr11	DNA topoisomerase II
SPBC1A4.04			Schizosaccharomyces specific protein
SPBC1A4.05	blt1		ubiquitin domain-like protein Blt1
SPBC1A4.06c	tam41		mitochondrial phosphatidate cytidylyltransferase Tam41
SPBC1A4.07c	sof1		small subunit processome, U3 snoRNP-associated protein Sof1
SPBC1A4.08c	cct3		chaperonin-containing T-complex gamma subunit Cct3
SPBC1A4.09	pus7		tRNA/snRNA/rRNA pseudouridine synthase Pus7
SPBC1A4.10c	med14	pmc1,SPBP23A10.01c	mediator complex subunit Med14
SPBC1A4.11c			Schizosaccharomyces specific protein
SPBC1D7.01	pfd1	gim6	prefoldin subunit Pfd1
SPBC1D7.02c	scr1	SPBC1D7.02	DNA-binding transcription repressor, glucose sensing, Scr1
SPBC1D7.03	clg1	mug80,SPBC1D7.03c	cyclin-like protein involved in autophagy Clg1
SPBC1D7.04	mlo3	SPBC1D7.04c	RNA-binding protein Mlo3
SPBC1D7.05	byr2	ste8,SPBC2F12.01	MAP kinase kinase kinase Byr2
SPBC1E8.02			ER ubiquitin family protein
SPBC1E8.03c			ER membrane protein, conserved in fungi plants and protozoa, glycosyl transferase family
SPBC1E8.04	Tf2-10		retrotransposable element/transposon Tf2-type
SPBC1E8.05	knh4	gaz2	conserved fungal cell surface protein, Kre9/Knh1 family, Knh4
SPBC20F10.01	gar1	SPBC25H2.01c	box H/ACA snoRNP complex subunit Gar1
SPBC20F10.02c			Golgi to plasma membrane transport protein
SPBC20F10.03			armadillo-type fold protein, human IFRD1 ortholog, implicated in transcription or signaling
SPBC20F10.04c	nse4	rad62	Smc5-6 complex non-SMC delta-kleisin subunit Nse4
SPBC20F10.05	nrl1		RNAi-mediated silencing protein, human NRDE2 ortholog Nrl1
SPBC20F10.06	mad2		mitotic spindle checkpoint protein Mad2
SPBC20F10.07	ltc1	lam6	sterol transfer protein Ltc1
SPBC20F10.08c	rtp1		RNA polymerase II nuclear import protein Rtp1
SPBC20F10.09	lsm5		Lsm2-8 complex subunit Lsm5
SPBC20F10.10	psl1		cyclin pho85 family Psl1
SPBC21.01	mis17	SPBC776.19	CENP-U ortholog Mis17
SPBC21.02	rtc5		V-type ATPase inhibitor and disassembly protein linked to MTOR
SPBC21.03c			EVE domain (PUA-related) protein, implicated in tRNA metabolism (possible RNA binding domain associated with tRNA methyltransferases)
SPBC21.04	med8	sep15	mediator complex subunit Med8
SPBC21.05c	ral2		Ras1-Scd pathway protein Ral2
SPBC21.06c	cdc7	pld1,its10	SIN signalling serine/threonine protein kinase Cdc7
SPBC21.07c	ppk24		serine/threonine protein kinase Ppk24
SPBC211.01	rsm10	SPBC23E6.11	mitochondrial ribosomal protein subunit S10
SPBC211.02c	cwf3	syf1	Prp19 complex subunit Cwf3
SPBC211.03c	gea1		ArfGEF
SPBC211.04c	mcm6	mis5	MCM complex subunit Mcm6
SPBC211.05	sap10		splicing factor 3B
SPBC211.06	gfh1		gamma tubulin complex GCP4 subunit Gfh1
SPBC211.07c	ubc8		ubiquitin conjugating enzyme E2 Ubc8
SPBC211.08c	mtr3		exosome subunit Mtr3
SPBC215.01		SPBC3B9.20	RabGAP
SPBC215.02	pfd5	bob1,gim5	prefoldin subunit Pfd5
SPBC215.03c	csn1		COP9/signalosome complex subunit Csn1
SPBC215.04	git11		heterotrimeric G protein gamma subunit Git11
SPBC215.05	gpd1		glycerol-3-phosphate dehydrogenase Gpd1
SPBC215.06c			nucleolar RNA-binding protein, human LYAR homolog, involved in rRNA processing
SPBC215.07c	pdp2		PWWP domain protein Pdp2
SPBC215.08c	arg4		arginine specific carbamoyl-phosphate synthase Arg4
SPBC215.09c	erg10		acetyl-CoA C-acetyltransferase Erg10
SPBC215.10	odr1		HAD superfamily hydrolase, unknown role
SPBC215.11c			aldo/keto reductase, unknown biological role
SPBC215.12	cwf10	spef2,snu114,csp4	U5 snRNP GTPase subunit Cwf10
SPBC215.13	mtl3	mtl1	plasma membrane-associated serine-rich cell wall sensor Mtl1/Mtl3
SPBC215.14c	vps20		ESCRT III complex subunit Vps20
SPBC215.15	sec13		GATOR2-SEACAT complex/COPII-coated vesicle component/nuclear pore outer ring WD repeat protein Sec13
SPBC216.01c	psy2	SPBC713.13c	serine/threonine protein phosphatase PP4 regulatory subunit 3 Psy2
SPBC216.02	num1	mcp5,mug21	meiotic cortical anchoring factor for dynein Mcp5/Num1
SPBC216.03			NADP binding superfamily, involved in heme catabolism
SPBC216.04c	mxr2	MsrB	peptide-methionine (R)-S-oxide reductase MsrB
SPBC216.05	rad3		ATR checkpoint kinase Rad3
SPBC216.06c	swi1		replication fork protection complex subunit Swi1
SPBC216.07c	tor2	SPBC646.01c	TORC1 serine/threonine protein kinase Tor2
SPBC21B10.02			conserved fungal protein, possibly RNA binding, low similarity to ribosomal protein L3
SPBC21B10.03c	ath1		ataxin-2 homolog
SPBC21B10.04c	vtc1	nrf1	vacuolar transporter chaperone (VTC) complex, GTPase regulator subunit Vtc1
SPBC21B10.05c	wat1	lst8,pop3	TORC1/2 complex WD repeat protein Wat1/Lst8
SPBC21B10.06c	inp2		myosin binding vezatin family protein involved in peroxisome inheritance Inp2
SPBC21B10.07	crr1		glycosyl hydrolase family Crr1
SPBC21B10.08c			antibiotic biosynthesis monooxygenase-like domain
SPBC21B10.09			endomembrane system acetyl-CoA transmembrane transporter
SPBC21B10.10	rps402	rps4-2	40S ribosomal protein S4
SPBC21B10.11	dpm2		dolichol-phosphate mannosyltransferase regulatory subunit Dpm2
SPBC21B10.12	rec6		meiotic recombination protein Rec6
SPBC21B10.13c	yox1		MBF complex corepressor Yox1
SPBC21B10.14	kgd4	ymr31	mitochondrial alpha-ketoglutarate dehydrogenase adaptor subunit Ymr31/Kgd4
SPBC21B10.15			Schizosaccharomyces specific microprotein
SPBC21C3.01c	vps1301	vps13a,SPBC31F10.18c	intermembrane lipid transfer protein, chorein family Vps13a
SPBC21C3.02c	dep1		Rpd3L histone deacetylase complex subunit, Sds3-like family protein Dep1
SPBC21C3.03	cqd1		mitochondrial UbiB/ABC kinase -like family family membrane protein contact site protein Cqd1
SPBC21C3.04c	mrx14		mitochondrial ribosomal protein subunit L34
SPBC21C3.05	sap62		U2 snRNP-associated protein Sap62
SPBC21C3.06			Schizosaccharomyces specific protein
SPBC21C3.07c	trm140		tRNA (cytosine-3) methyltransferase Trm140
SPBC21C3.08c	car2		ornithine transaminase Car2
SPBC21C3.09c	oaa1		mitochondrial acylpyruvase Oaa1
SPBC21C3.10c	rib7		5-amino-6-(5-phosphoribosylamino) uracil reductase Rib7
SPBC21C3.11	ubx4		UBX domain protein Ubx4
SPBC21C3.12c			thioredoxin family protein, peroxidase
SPBC21C3.13	rps1901	rps19-1	40S ribosomal protein S19
SPBC21C3.14c			cell surface glycoprotein
SPBC21C3.15c			aldehyde dehydrogenase, implicated in cellular detoxification
SPBC21C3.16c	spt4		DSIF transcription elongation factor complex subunit Spt4
SPBC21C3.17c	psg1		membrane trafficking protein, ER to Golgi Psg1
SPBC21C3.18	spo4		serine/threonine protein kinase (DDK family) Spo4
SPBC21C3.19	rtc3		SBDS family protein Rtc3
SPBC21C3.20c	git1		C2 domain protein Git1
SPBC21D10.05c	ucp3	soc2	ArfGAP, GTPase activating protein for Arf6, Ucp3
SPBC21D10.06c	map4		cell surface adhesion protein for conjugation Map4
SPBC21D10.07	cmc1		copper-binding protein of the mitochondrial intermembrane space Cmc1
SPBC21D10.08c			Schizosaccharomyces specific protein
SPBC21D10.09c	rkr1	ltn1	RQC complex ubiquitin-protein ligase E3 Rkr1
SPBC21D10.10	bdc1		bromodomain protein Bdc1
SPBC21D10.11c	nfs1		mitochondrial [2Fe-2S] cluster assembly and tRNA modification cysteine desulfurase Nfs1
SPBC21D10.12	hob1		BAR adaptor protein Hob1
SPBC21H7.02	taf10		SAGA complex/transcription factor TFIID complex subunit Taf10
SPBC21H7.03c			multiple inositol polyphosphate phosphatase
SPBC21H7.04	dbp7		ATP-dependent RNA helicase Dbp7
SPBC21H7.05	sfc6		transcription factor TFIIIC complex subunit Sfc6
SPBC21H7.06c	opi10		hikeshi family nuclear import carrier Opi10
SPBC21H7.07c	his5		imidazoleglycerol-phosphate dehydratase His5
SPBC23E6.01c	cxr1	SPBPJ758.01	splicing factor, RNA-binding Cxr1
SPBC23E6.02	rrp2		DNA translocase/ SUMO-targeted ubiquitin ligase E3
SPBC23E6.03c	nta1		protein N-terminal amidase Nta1
SPBC23E6.04c	utp10		small subunit processome, U3 snoRNP-associated protein Utp10
SPBC23E6.05	arx1	ppp63	ribosomal export complex protein Arx1, peptidase family
SPBC23E6.06c	rib3		3,4-dihydroxy-2-butanone 4-phosphate synthase Rib3
SPBC23E6.07c	rfc1		DNA replication factor C complex subunit Rfc1
SPBC23E6.08	rgp1	sat1	Rab-specific(Ryh1/Ypt6) Ric1-Rgp1 guanyl-nucleotide exchange factor subunit Rgp1/Sat1
SPBC23E6.09	ssn6		transcriptional corepressor Ssn6
SPBC23E6.10c	mri1		methylthioribose-1-phosphate isomerase Mri1
SPBC23G7.04c	nif1		SEL1/TPR repeat protein, protein kinase inhibitor Nif1
SPBC23G7.05	sui1	psu1	translation initiation factor eIF1
SPBC23G7.06c	nvj2		nucleus-vacuole junction protein Nvj2
SPBC23G7.07c	cms1		U3-containing 90S preribosome complex subunit Cms1
SPBC23G7.08c	rga7		RhoGAP Rga7
SPBC23G7.09	mat1-Mc	matMc,mat1Mc	M-specific trancription factor Mc
SPBC23G7.10c			NADH-dependent flavin oxidoreductase, implicated in cellular detoxification from family members
SPBC23G7.11	mag2		DNA-3-methyladenine glycosylase Mag2
SPBC23G7.12c	rpt6	let1	19S proteasome base subcomplex ATPase subunit Rpt6
SPBC23G7.13c			plasma membrane urea transmembrane transporter
SPBC23G7.14			Schizosaccharomyces specific protein
SPBC23G7.15c	rpp202	rpp2-2,rpa4	60S acidic ribosomal protein P2
SPBC23G7.16	ctr6		vacuolar copper exporter Ctr6
SPBC23G7.17c	mat1-Mi	mat1-Mm,matMi,matMm	M-specific trancription factor Mi
SPBC244.01c	sid4		SIN component scaffold protein Sid4
SPBC244.02c	utp6		U3 snoRNP-associated protein Utp6
SPBC24C6.02	spb4		ATP-dependent RNA helicase Spb4
SPBC24C6.03			mitochondrial proline-tRNA ligase
SPBC24C6.04	put2		delta-1-pyrroline-5-carboxylate dehydrogenase Put2
SPBC24C6.05	sec28		coatomer epsilon subunit
SPBC24C6.06	gpa1		G-protein alpha subunit
SPBC24C6.07	cdc14		SIN component Cdc14
SPBC24C6.08c	bhd1	bhd,lst7	folliculin, BFC/FNIP-Folliculin complex subunit Bhd1
SPBC24C6.09c			phosphoketolase family protein
SPBC24C6.10c	dip1		WISH/DIP/SPIN90 ortholog, endocytosis protein Dip1
SPBC24C6.11	cwf14		G10 protein
SPBC24C6.13	coa6	new16	cytochrome c oxidase assembly protein Coa6
SPBC25B2.01	hbs1	SPBC2G5.08	Dom34-Hbs1 translation release factor complex GTPase subunit Hbs1
SPBC25B2.02c	mam1	SPBC2G5.09c	M-factor transmembrane transporter Mam1
SPBC25B2.03			zf-C3HC4 type zinc finger
SPBC25B2.04c	mtg1		mitochondrial translation factor (GTPase) Mtg1
SPBC25B2.05	mis3		rRNA processing protein Mis3
SPBC25B2.06c	btb2		BTB/POZ family ubiquitin-type ligase substrate adaptor Btb2
SPBC25B2.07c	mmb1	mug164	mitochondrial microtubule binder Mmb1
SPBC25B2.08			Schizosaccharomyces pombe specific protein, phosphate responsive
SPBC25B2.09c	mrs1	rrs1	mitochondrial and cytoplasmic arginine-tRNA ligase Rrs1/Mrs1
SPBC25B2.10			Usp (universal stress protein) family protein
SPBC25B2.11	pof2		F-box protein Pof2
SPBC25D12.02c	dnt1		nucleolar protein Dnt1
SPBC25D12.03c	mcm7		MCM complex subunit Mcm7
SPBC25D12.04	suc22		ribonucleotide reductase small subunit Suc22
SPBC25D12.05	trm1		mitochondrial tRNA (guanine-N2-)-methyltransferase Trm1.1
SPBC25D12.06	mrh5		mitochondrial ATP-dependent RNA helicase Mrh5
SPBC25H2.02	trs1	ths1	cytoplasmic threonine-tRNA ligase Trs1
SPBC25H2.03	vac14		PAS complex subunit, involved in phosphoinositide metabolism Vac14
SPBC25H2.04c	tim22		TIM22 inner membrane protein insertion complex subunit Tim22
SPBC25H2.05	egd2	nac1	nascent polypeptide-associated complex alpha subunit Egd2
SPBC25H2.06c	hrf1		COPII-coated vesicle component Hrf1
SPBC25H2.07	tif11		translation initiation factor eIF1A
SPBC25H2.08c	mrs2		mitochondrial inner membrane magnesium ion transmembrane transporter Mrs2
SPBC25H2.09	mic19	mic25	MICOS complex subunit Mic19/25
SPBC25H2.10c	tan1		tRNA acetyltransferase Tan1
SPBC25H2.11c	spt7		SAGA complex bromodomain subunit Spt7
SPBC25H2.12c	cct7		chaperonin-containing T-complex eta subunit Cct7
SPBC25H2.13c	cdc20	pol2	DNA polymerase epsilon catalytic subunit Pol2
SPBC25H2.14	mug16		UNC-50 family protein, implicated in vesicle-mediated transport
SPBC25H2.15	tsr401	tsr4	SSU-rRNA maturation protein Tsr4 homolog 1 Tsr401
SPBC25H2.16c	gga22		Golgi localized Arf binding gamma-adaptin ortholog Gga22
SPBC25H2.18	cox20		cytochrome c oxidase assembly protein Cox20
SPBC26H8.01	thi2	nmt2	thiazole biosynthetic enzyme
SPBC26H8.02c	sec9		SNAP-25 homologue, t-SNARE component Sec9
SPBC26H8.03	cho2		phosphatidylethanolamine N-methyltransferase Cho2
SPBC26H8.04c	iml1		GATOR1-SEACIT GTPase activating complex subunit Iml1
SPBC26H8.05c	pph3	ppe2	serine/threonine protein phosphatase PP4 catalytic subunit Pph3
SPBC26H8.06	grx4		CIA machinery monothiol glutaredoxin Grx4
SPBC26H8.07c	nda3	ben1,alp12	tubulin beta Nda3
SPBC26H8.08c	grn1		GTPase Grn1
SPBC26H8.09c	snf59		SWI/SNF complex subunit Snf59
SPBC26H8.10	dis3	rrp44	exosome 3'-5' exoribonuclease subunit Dis3
SPBC26H8.11c	the4		acyl-coenzyme A thioesterase The4
SPBC26H8.12	cyc3		cytochrome c heme lyase Cyc3
SPBC26H8.13c			Siva family protein
SPBC26H8.14c	cox17		mitochondrial copper chaperone for cytochrome c oxidase Cox17
SPBC26H8.16	sdh8		mitochondrial respiratory chain complex II assembly factor 4 Sdh8
SPBC27.01c	pga2		protein trafficking protein Pga2
SPBC27.02c	ask1	mug181	DASH complex subunit Ask1
SPBC27.03	meu25		Schizosaccharomyces specific protein Meu25
SPBC27.04	uds1		septation protein Uds1
SPBC27.05			dubious
SPBC27.06c	mgr2		TIM23 translocase complex subunit Mgr2
SPBC27.08c	sua1	SPBC28F2.01c	sulfate adenylyltransferase
SPBC27B12.01c	mmm1	SPBC30B4.09c	ERMES complex subunit, membrane tether and lipid transfer protein Mmm1
SPBC27B12.02	mis19	eic1,SPBC30B4.10,kis1	kinetochore protein Mis19/Eic1
SPBC27B12.03c	erg32		C-5 sterol desaturase Erg32
SPBC27B12.04c	csc2	far11	SIP/FAR complex subunit Csc2
SPBC27B12.05	crt10		WD repeat protein Crt10, involved in ribosomal RNA decay
SPBC27B12.06	gpi13		pig-O
SPBC27B12.07			mitochondrial proline metabolism regulator
SPBC27B12.08	sip1		Pof6 interacting protein Sip1, predicted AP-1 accessory protein
SPBC27B12.09c	flx1		mitochondrial carrier, FAD Flx1
SPBC27B12.10c	tom7		mitochondrial TOM complex subunit Tom7
SPBC27B12.11c	pho7		DNA-binding transcription factor, phosphate starvation genes Pho7
SPBC27B12.12c			plasma membrane CorA family magnesium ion transmembrane transporter
SPBC27B12.13	tom40	SPBC8D2.22	mitochondrial TOM complex subunit Tom40
SPBC27B12.14	cbp4		mitochondrial respiratory complex III assembly protein Cbp4
SPBC28E12.01c	apc13	SPBC9B6.12c	anaphase-promoting complex TPR lobe accessory factor Apc13
SPBC28E12.02		SPBC9B6.13	RNA-binding protein, Human BICC1 ortholog, implicated in RNA metabolism
SPBC28E12.03	rga4		RhoGAP Rga4
SPBC28E12.04	cbp7		cytochrome b translation regulator Cbp7
SPBC28E12.05	esf2	SPBC3H7.17c	U3 snoRNP-associated protein Esf2
SPBC28E12.06c	lvs1	SPBC3H7.16	beige protein homolog Lvs1
SPBC28F2.02	mep33		translation machinery associated protein Mep33
SPBC28F2.03	ppi1	cyp2	cyclophilin family peptidyl-prolyl cis-trans isomerase Cyp2
SPBC28F2.04c	cwf7	spf27	Prp19 complex subunit Cwf7
SPBC28F2.05c			xylose and arabinose reductase
SPBC28F2.06c	mdm12		ERMES complex subunit, membrane tether and lipid transfer protein Mdm12
SPBC28F2.07	sfr1	dds20,mug13	DNA recombination mediator Sfr1
SPBC28F2.08c	hrd3		Hrd1 ubiquitin ligase complex SEL1/TPR repeat subunit
SPBC28F2.09	toa1		transcription factor TFIIA complex large subunit Toa1
SPBC28F2.10c	ngg1	kap1,ada3	SAGA complex subunit Ngg1/Ada3
