acc	GO_name	systematic_id	symbol	gene_product_description	evidence_code	source	assigned_by
GO:0022627	cytosolic small ribosomal subunit	SPAC5D6.01	rps2202	40S ribosomal protein S15a	IBA	GO_REF:0000033	GO_Central
GO:0022627	cytosolic small ribosomal subunit	SPAC664.04c	rps1602	40S ribosomal protein S16	IBA	GO_REF:0000033	GO_Central
GO:0022627	cytosolic small ribosomal subunit	SPAC694.05c	rps2502	40S ribosomal protein S25	IBA	GO_REF:0000033	GO_Central
GO:0022627	cytosolic small ribosomal subunit	SPAC6F6.07c	rps13	40S ribosomal protein S13	IBA	GO_REF:0000033	GO_Central
GO:0022627	cytosolic small ribosomal subunit	SPAC6G10.11c	ubi3	ribosomal-ubiquitin fusion protein Ubi3	ISO	GO_REF:0000024	PomBase
GO:0022627	cytosolic small ribosomal subunit	SPAC806.03c	rps2601	40S ribosomal protein S26	IBA	GO_REF:0000033	GO_Central
GO:0022627	cytosolic small ribosomal subunit	SPAC8C9.08	rps5	40S ribosomal protein S5	IBA	GO_REF:0000033	GO_Central
GO:0022627	cytosolic small ribosomal subunit	SPAC959.07	rps403	40S ribosomal protein S4	IBA	GO_REF:0000033	GO_Central
GO:0022627	cytosolic small ribosomal subunit	SPAPB1E7.12	rps602	40S ribosomal protein S6	ISO	GO_REF:0000024	PomBase
GO:0022627	cytosolic small ribosomal subunit	SPAPJ698.02c	rps002	40S ribosomal protein S0B	IBA	GO_REF:0000033	GO_Central
GO:0022627	cytosolic small ribosomal subunit	SPBC1685.02c	rps1202	40S ribosomal protein S12	IBA	GO_REF:0000033	GO_Central
GO:0022627	cytosolic small ribosomal subunit	SPBC1685.09	rps29	40S ribosomal protein S29	IBA	GO_REF:0000033	GO_Central
GO:0022627	cytosolic small ribosomal subunit	SPBC1685.10	rps27	40S ribosomal protein S27	IBA	GO_REF:0000033	GO_Central
GO:0022627	cytosolic small ribosomal subunit	SPBC16D10.11c	rps1801	40S ribosomal protein S18	ISO	GO_REF:0000024	PomBase
GO:0022627	cytosolic small ribosomal subunit	SPBC16G5.14c	rps3	40S ribosomal protein S3	IBA	GO_REF:0000033	GO_Central
GO:0022627	cytosolic small ribosomal subunit	SPBC17G9.07	rps2402	40S ribosomal protein S24	ISO	GO_REF:0000024	PomBase
GO:0022627	cytosolic small ribosomal subunit	SPBC17G9.10	rpl1102	60S ribosomal protein L11	ISO	GO_REF:0000024	PomBase
GO:0022627	cytosolic small ribosomal subunit	SPBC18E5.06	rps21	40S ribosomal protein S21	IBA	GO_REF:0000033	GO_Central
GO:0022627	cytosolic small ribosomal subunit	SPBC18H10.13	rps1402	40S ribosomal protein S14	IBA	GO_REF:0000033	GO_Central
GO:0022627	cytosolic small ribosomal subunit	SPBC18H10.14	rps1601	40S ribosomal protein S16	IBA	GO_REF:0000033	GO_Central
GO:0022627	cytosolic small ribosomal subunit	SPBC19F8.08	rps401	40S ribosomal protein S4	IBA	GO_REF:0000033	GO_Central
GO:0022627	cytosolic small ribosomal subunit	SPBC19G7.03c	rps3002	40S ribosomal protein S30	IBA	GO_REF:0000033	GO_Central
GO:0022627	cytosolic small ribosomal subunit	SPBC21B10.10	rps402	40S ribosomal protein S4	IBA	GO_REF:0000033	GO_Central
GO:0022627	cytosolic small ribosomal subunit	SPBC21C3.13	rps1901	40S ribosomal protein S19	IBA	GO_REF:0000033	GO_Central
GO:0022627	cytosolic small ribosomal subunit	SPBC29A3.12	rps902	40S ribosomal protein S9	IBA	GO_REF:0000033	GO_Central
GO:0022627	cytosolic small ribosomal subunit	SPBC3D6.15	rps2501	40S ribosomal protein S25	IBA	GO_REF:0000033	GO_Central
GO:0022627	cytosolic small ribosomal subunit	SPBC4B4.04	eif21	translation initiation factor eIF2A	IBA	GO_REF:0000033	GO_Central
GO:0022627	cytosolic small ribosomal subunit	SPBC649.02	rps1902	40S ribosomal protein S19	IBA	GO_REF:0000033	GO_Central
GO:0022627	cytosolic small ribosomal subunit	SPBC685.06	rps001	40S ribosomal protein S0A (p40)	IBA	GO_REF:0000033	GO_Central
GO:0022627	cytosolic small ribosomal subunit	SPBC839.05c	rps1701	40S ribosomal protein S17	ISO	GO_REF:0000024	PomBase
GO:0022627	cytosolic small ribosomal subunit	SPBP22H7.08	rps1002	40S ribosomal protein S10	IBA	GO_REF:0000033	GO_Central
GO:0022627	cytosolic small ribosomal subunit	SPBP4H10.13	rps2302	40S ribosomal protein S23	IBA	GO_REF:0000033	GO_Central
GO:0022627	cytosolic small ribosomal subunit	SPCC1259.01c	rps1802	40S ribosomal protein S18	ISO	GO_REF:0000024	PomBase
GO:0022627	cytosolic small ribosomal subunit	SPCC1393.03	rps1501	40S ribosomal protein S15	IBA	GO_REF:0000033	GO_Central
GO:0022627	cytosolic small ribosomal subunit	SPCC24B10.09	rps1702	40S ribosomal protein S17	ISO	GO_REF:0000024	PomBase
GO:0022627	cytosolic small ribosomal subunit	SPCC285.15c	rps2802	40S ribosomal protein S28, Rps2802	IBA	GO_REF:0000033	GO_Central
GO:0022627	cytosolic small ribosomal subunit	SPCC576.08c	rps2	40S ribosomal protein S2	IBA	GO_REF:0000033	GO_Central
GO:0022627	cytosolic small ribosomal subunit	SPCC576.09	rps20	40S ribosomal protein S20	IBA	GO_REF:0000033	GO_Central
GO:0022627	cytosolic small ribosomal subunit	SPCC962.04	rps1201	40S ribosomal protein S12	IBA	GO_REF:0000033	GO_Central
GO:0030014	CCR4-NOT complex	SPAC16C9.04c	mot2	CCR4-Not complex ubiquitin-protein ligase E3 subunit 4	IDA	PMID:27851962	PomBase
GO:0030014	CCR4-NOT complex	SPAC1B3.05	not3	CCR4-Not complex NOT box subunit 3/5	IDA	PMID:27851962	PomBase
GO:0030014	CCR4-NOT complex	SPAC20G8.06	not1	CCR4-Not complex scaffold subunit 1	IDA	PMID:27851962	PomBase
GO:0030014	CCR4-NOT complex	SPAC29B12.06c	rcd1	CCR4-Not complex RNA-binding protein subunit 9	IDA	PMID:27851962	PomBase
GO:0030014	CCR4-NOT complex	SPCC18.06c	caf1	CCR4-Not complex CAF1 family ribonuclease subunit 7/8	IDA	PMID:27851962	PomBase
GO:0030014	CCR4-NOT complex	SPCC31H12.08c	ccr4	CCR4-Not complex 3'-5'-exoribonuclease subunit 6	IDA	PMID:27851962	PomBase
GO:0030014	CCR4-NOT complex	SPCC4G3.15c	not2	CCR4-Not complex NOT box subunit 2	IDA	PMID:27851962	PomBase
GO:0030015	CCR4-NOT core complex	SPAC16C9.04c	mot2	CCR4-Not complex ubiquitin-protein ligase E3 subunit 4	IDA	PMID:26804377	PomBase
GO:0030015	CCR4-NOT core complex	SPAC1B3.05	not3	CCR4-Not complex NOT box subunit 3/5	IDA	PMID:26804377	PomBase
GO:0030015	CCR4-NOT core complex	SPAC20G4.01	caf16	CCR4-Not complex ATPase subunit Caf16	NAS	GO_REF:0000051	PomBase
GO:0030015	CCR4-NOT core complex	SPAC20G8.06	not1	CCR4-Not complex scaffold subunit 1	IDA	PMID:26804377	PomBase
GO:0030015	CCR4-NOT core complex	SPAC23H4.16c	not11	CCR4-Not complex subunit 11	ISS	GO_REF:0000024	PomBase
GO:0030015	CCR4-NOT core complex	SPAC29B12.06c	rcd1	CCR4-Not complex RNA-binding protein subunit 9	IDA	PMID:26804377	PomBase
GO:0030015	CCR4-NOT core complex	SPCC18.06c	caf1	CCR4-Not complex CAF1 family ribonuclease subunit 7/8	IDA	PMID:26804377	PomBase
GO:0030015	CCR4-NOT core complex	SPCC31H12.08c	ccr4	CCR4-Not complex 3'-5'-exoribonuclease subunit 6	IDA	PMID:26804377	PomBase
GO:0030015	CCR4-NOT core complex	SPCC4G3.15c	not2	CCR4-Not complex NOT box subunit 2	IDA	PMID:26804377	PomBase
GO:0030121	AP-1 adaptor complex	SPAP27G11.06c	vas2	AP-1 adaptor complex sigma subunit Aps1	IDA	PMID:19624755	PomBase
GO:0030121	AP-1 adaptor complex	SPBC947.02	apl2	AP-1 adaptor complex beta subunit Apl2	IDA	PMID:19624755	PomBase
GO:0030121	AP-1 adaptor complex	SPBP16F5.07	apm1	AP-1 adaptor complex mu subunit Apm1	IDA	PMID:19624755	PomBase
GO:0030121	AP-1 adaptor complex	SPCP1E11.06	apl4	AP-1 adaptor complex gamma subunit Apl4	IDA	PMID:19624755	PomBase
GO:0030122	AP-2 adaptor complex	SPAC31A2.09c	apm4	AP-2 adaptor complex mu subunit Apm4	IBA	GO_REF:0000033	GO_Central
GO:0030122	AP-2 adaptor complex	SPBC2G2.06c	apl1	AP-2 adaptor complex beta subunit Apl1	ISO	GO_REF:0000024	PomBase
GO:0030122	AP-2 adaptor complex	SPBC685.04c	aps2	AP-2 adaptor complex sigma subunit Aps2	ISO	GO_REF:0000024	PomBase
GO:0030122	AP-2 adaptor complex	SPBC691.03c	apl3	AP-2 adaptor complex alpha subunit Apl3	EXP	PMID:26749213	PomBase
GO:0030123	AP-3 adaptor complex	SPAC144.06	apl5	AP-3 adaptor complex subunit Apl5	IBA	GO_REF:0000033	GO_Central
GO:0030123	AP-3 adaptor complex	SPAC23H3.06	apl6	AP-3 adaptor complex subunit Apl6	ISO	GO_REF:0000024	PomBase
GO:0030123	AP-3 adaptor complex	SPAC30D11.05	aps3	AP-3 adaptor complex subunit Aps3	ISO	GO_REF:0000024	PomBase
GO:0030123	AP-3 adaptor complex	SPBC651.11c	apm3	AP-3 adaptor complex subunit Apm3	ISO	PMID:14745133	PomBase
GO:0030126	COPI vesicle coat	SPAC22E12.17c	glo3	ArfGAP, GTPase activating protein	ISO	GO_REF:0000024	PomBase
GO:0030126	COPI vesicle coat	SPAC57A10.05c	pof1	F-box/WD repeat protein Pof1	IBA	GO_REF:0000033	GO_Central
GO:0030126	COPI vesicle coat	SPAC57A7.10c	sec21	coatomer gamma subunit Sec21	IBA	GO_REF:0000033	GO_Central
GO:0030126	COPI vesicle coat	SPBC146.14c	sec26	coatomer beta subunit	IBA	GO_REF:0000033	GO_Central
GO:0030126	COPI vesicle coat	SPBC16C6.13c	sec27	coatomer beta' subunit	IBA	GO_REF:0000033	GO_Central
GO:0030126	COPI vesicle coat	SPBC24C6.05	sec28	coatomer epsilon subunit	IBA	GO_REF:0000033	GO_Central
GO:0030126	COPI vesicle coat	SPBPJ4664.04	cop1	coatomer alpha subunit Cop1	IBA	GO_REF:0000033	GO_Central
GO:0030126	COPI vesicle coat	SPCC285.08	ret2	coatomer delta subunit Ret2	ISO	GO_REF:0000024	PomBase
GO:0030126	COPI vesicle coat	SPCC576.07	ret3	coatomer zeta subunit	IBA	GO_REF:0000033	GO_Central
GO:0030127	COPII vesicle coat	SPAC22F8.08	sec24	coincidence detector Sec24/Sfb2 subunit	IBA	GO_REF:0000033	GO_Central
GO:0030127	COPII vesicle coat	SPAC29B12.07	sec16	multidomain vesicle coat component Sec16	ISO	GO_REF:0000024	PomBase
GO:0030127	COPII vesicle coat	SPBC215.15	sec13	GATOR2-SEACAT complex/COPII-coated vesicle component/nuclear pore outer ring WD repeat protein Sec13	IBA	GO_REF:0000033	GO_Central
GO:0030127	COPII vesicle coat	SPBC31F10.06c	sar1	ADP-ribosylation factor Sar1	IBA	GO_REF:0000033	GO_Central
GO:0030127	COPII vesicle coat	SPBC4.03c	sfb3	COPII-coated vesicle component Sfb3	IBA	GO_REF:0000033	GO_Central
GO:0030127	COPII vesicle coat	SPBC776.04	sec2302	COPII cargo receptor subunit Sec23b	IBA	GO_REF:0000033	GO_Central
GO:0030127	COPII vesicle coat	SPBC8D2.20c	sec31	COPII-coated vesicle component Sec31	IBA	GO_REF:0000033	GO_Central
GO:0030127	COPII vesicle coat	SPCC31H12.07	sec231	COPII cargo receptor subunit Sec23a	IBA	GO_REF:0000033	GO_Central
GO:0030289	protein phosphatase 4 complex	SPBC216.01c	psy2	serine/threonine protein phosphatase PP4 regulatory subunit 3 Psy2	IBA	GO_REF:0000033	GO_Central
GO:0030289	protein phosphatase 4 complex	SPBC26H8.05c	pph3	serine/threonine protein phosphatase PP4 catalytic subunit Pph3	ISO	GO_REF:0000024	PomBase
GO:0030677	ribonuclease P complex	SPAC25B8.16	pop100	RNase P and RNase MRP subunit Pop100	IDA	PMID:8223594	PomBase
GO:0030677	ribonuclease P complex	SPNCRNA.128	rrk1	RNase P K-RNA	IDA	PMID:6262315,PMID:8223594	PomBase
GO:0030678	mitochondrial ribonuclease P complex	SPMITNCRNA.01	rnpB	mitochondrial RNase P RNA	TAS	PMID:29954949	PomBase
GO:0030688	preribosome, small subunit precursor	SPAC10F6.10	rio1	protein kinase, RIO family Rio1	IBA	GO_REF:0000033	GO_Central
GO:0030688	preribosome, small subunit precursor	SPAC1486.09	nob1	ribosome biogenesis protein Nob1	IBA	GO_REF:0000033	GO_Central
GO:0030688	preribosome, small subunit precursor	SPAC3F10.17	ltv1	ribosome biogenesis protein Ltv1	IBA	GO_REF:0000033	GO_Central
GO:0030688	preribosome, small subunit precursor	SPAC6G9.02c	nop9	pumilio family RNA-binding protein Nop9	IBA	GO_REF:0000033	GO_Central
GO:0030688	preribosome, small subunit precursor	SPAPB21F2.03	slx9	ribosome biogenesis protein Slx9	ISO	GO_REF:0000024	PomBase
GO:0030688	preribosome, small subunit precursor	SPBC13G1.09	enp1	bystin family U3 and U14 snoRNA associated protein Enp1	IBA	GO_REF:0000033	GO_Central
GO:0030688	preribosome, small subunit precursor	SPBC1703.05	rio2	protein kinase, RIO family Rio2	IBA	GO_REF:0000033	GO_Central
GO:0030688	preribosome, small subunit precursor	SPBC23E6.04c	utp10	small subunit processome, U3 snoRNP-associated protein Utp10	ISO	GO_REF:0000024	PomBase
GO:0030688	preribosome, small subunit precursor	SPBC56F2.04	utp20	U3 snoRNP-associated protein Utp20	ISO	GO_REF:0000024	PomBase
GO:0030688	preribosome, small subunit precursor	SPBC9B6.07	nop52	nucleolar protein Nop52 family Rrp1	ISO	GO_REF:0000024	PomBase
GO:0030688	preribosome, small subunit precursor	SPBP16F5.05c	yar1	ribosome biogenesis protein Yar1	ISS	GO_REF:0000024	PomBase
GO:0030690	Noc1p-Noc2p complex	SPAC1142.04	noc201	Noc complex subunit Noc201	IBA	GO_REF:0000033	GO_Central
GO:0030690	Noc1p-Noc2p complex	SPAC1B3.09c	noc202	Noc complex subunit Noc202	IBA	GO_REF:0000033	GO_Central
GO:0030690	Noc1p-Noc2p complex	SPAC4F10.09c	noc1	ribosome biogenesis protein Noc1	ISO	GO_REF:0000024	PomBase
GO:0030691	Noc2p-Noc3p complex	SPAC1142.04	noc201	Noc complex subunit Noc201	IBA	GO_REF:0000033	GO_Central
GO:0030691	Noc2p-Noc3p complex	SPAC1B3.09c	noc202	Noc complex subunit Noc202	IBA	GO_REF:0000033	GO_Central
GO:0030691	Noc2p-Noc3p complex	SPBC887.03c	noc3	Noc2p-Noc3p complex subunit Noc3	ISO	GO_REF:0000024	PomBase
GO:0030692	Noc4p-Nop14p complex	SPBC1604.06c	noc4	CBF/Mak21 family Noc4	IBA	GO_REF:0000033	GO_Central
GO:0030692	Noc4p-Nop14p complex	SPBC3F6.04c	nop14	U3 snoRNP-associated protein Nop14	IBA	GO_REF:0000033	GO_Central
GO:0030870	Mre11 complex	SPAC13C5.07	mre11	Mre11 nuclease	IDA	PMID:22705791	PomBase
GO:0030870	Mre11 complex	SPAC1556.01c	rad50	DNA repair protein Rad50	IPI	PMID:30104346	PomBase
GO:0030870	Mre11 complex	SPBC6B1.09c	nbs1	Mre11 complex BRCT domain subunit Nbs1	IDA	PMID:22705791	PomBase
GO:0030870	Mre11 complex	SPBC6B1.09c	nbs1	Mre11 complex BRCT domain subunit Nbs1	IPI	PMID:12944482	PomBase
GO:0030893	meiotic cohesin complex	SPAC10F6.09c	psm3	mitotic/meiotic cohesin complex ATPase subunit Psm3/Smc3	NAS	GO_REF:0000051	PomBase
GO:0030893	meiotic cohesin complex	SPBC29A10.04	psm1	mitotic/meiotic cohesin complex ATPase subunit Psm1/Smc1	NAS	GO_REF:0000051	PomBase
GO:0030893	meiotic cohesin complex	SPBC29A10.14	rec8	meiotic cohesin complex kleisin subunit Rec8	IDA	PMID:12748297,PMID:12750522	PomBase
GO:0030893	meiotic cohesin complex	SPCC4E9.01c	rec11	meiotic cohesin complex STAG protein Rec11	IDA	PMID:12750522	PomBase
GO:0030896	checkpoint clamp complex	SPAC1952.07	rad1	checkpoint clamp complex protein Rad1	IDA	PMID:10648611	PomBase
GO:0030896	checkpoint clamp complex	SPAC20G4.04c	hus1	checkpoint clamp complex protein Hus1	IDA	PMID:10648611	PomBase
GO:0030896	checkpoint clamp complex	SPAC664.07c	rad9	checkpoint clamp complex protein Rad9	IDA	PMID:10648611	PomBase
GO:0030904	retromer complex	SPAC15E1.06	vps29	retromer complex subunit Vps29	IMP	PMID:16622069	PomBase
GO:0030904	retromer complex	SPAC4G9.13c	vps26	retromer complex arrestin related endocytic adaptor ubunit Vps26	IMP	PMID:16622069	PomBase
GO:0030904	retromer complex	SPAPJ696.01c	vps17	retromer complex subunit Vps17	IMP	PMID:16622069	PomBase
GO:0030904	retromer complex	SPBC887.06c	snx3	sorting nexin Snx3	IBA	GO_REF:0000033	GO_Central
GO:0030904	retromer complex	SPCC777.13	vps35	retromer complex subunit Vps35	IMP	PMID:16622069	PomBase
GO:0030904	retromer complex	SPCPJ732.01	vps5	retromer complex subunit Vps5	IMP	PMID:16622069	PomBase
GO:0030905	retromer, tubulation complex	SPAPJ696.01c	vps17	retromer complex subunit Vps17	IBA	GO_REF:0000033	GO_Central
GO:0030906	retromer, cargo-selective complex	SPCC777.13	vps35	retromer complex subunit Vps35	IEA	GO_REF:0000002	InterPro
GO:0030907	MBF transcription complex	SPAC22F3.09c	res2	MBF transcription factor complex subunit Res2	EXP	PMID:9303312	PomBase
GO:0030907	MBF transcription complex	SPAC22F3.09c	res2	MBF transcription factor complex subunit Res2	IDA	PMID:24006488	PomBase
GO:0030907	MBF transcription complex	SPBC16A3.07c	nrm1	MBF complex corepressor Nrm1	EXP	PMID:16916637	PomBase
GO:0030907	MBF transcription complex	SPBC21B10.13c	yox1	MBF complex corepressor Yox1	IDA	PMID:19714215	PomBase
GO:0030907	MBF transcription complex	SPBC2F12.11c	rep2	MBF transcription factor activator Rep2	EXP	PMID:9303312	PomBase
GO:0030907	MBF transcription complex	SPBC336.12c	cdc10	DNA-binding transcription factor, MBF transcription factor complex subunit Cdc10	EXP	PMID:9303312	PomBase
GO:0030907	MBF transcription complex	SPBC336.12c	cdc10	DNA-binding transcription factor, MBF transcription factor complex subunit Cdc10	IDA	PMID:24006488,PMID:7916653,PMID:8223442	PomBase
GO:0030907	MBF transcription complex	SPBC725.16	res1	MBF transcription factor complex subunit Res1	EXP	PMID:9303312	PomBase
GO:0030907	MBF transcription complex	SPBC725.16	res1	MBF transcription factor complex subunit Res1	IDA	PMID:7739540,PMID:7916653,PMID:8223442	PomBase
GO:0030915	Smc5-Smc6 complex	SPAC11E3.08c	nse6	Smc5-6 complex non-SMC subunit Nse6	IDA	PMID:16478984	PomBase
GO:0030915	Smc5-Smc6 complex	SPAC14C4.02c	smc5	Smc5-6 complex SMC P-loop ATPase subunit Smc5	IDA	PMID:10747036,PMID:12966087,PMID:15331764	PomBase
GO:0030915	Smc5-Smc6 complex	SPAC14C4.02c	smc5	Smc5-6 complex SMC P-loop ATPase subunit Smc5	IPI	PMID:28134253	PomBase
GO:0030915	Smc5-Smc6 complex	SPAC16A10.06c	nse2	Smc5-6 complex non-SMC SUMO ligase subunit Nse2	IDA	PMID:12966087,PMID:15331764	PomBase
GO:0030915	Smc5-Smc6 complex	SPBC20F10.04c	nse4	Smc5-6 complex non-SMC delta-kleisin subunit Nse4	IDA	PMID:15485909	PomBase
GO:0030915	Smc5-Smc6 complex	SPBC651.10	nse5	Smc5-6 complex non-SMC subunit Nse5	IDA	PMID:16478984	PomBase
GO:0030915	Smc5-Smc6 complex	SPCC550.05	nse1	Smc5-6 complex ubiquitin-protein ligase E3 subunit Nse1	IDA	PMID:12966087,PMID:15331764	PomBase
GO:0030915	Smc5-Smc6 complex	SPCC5E4.06	smc6	Smc5-6 complex SMC P-loop ATPase subunit Smc6	IDA	PMID:10747036,PMID:12966087,PMID:15331764	PomBase
GO:0030915	Smc5-Smc6 complex	SPCC5E4.06	smc6	Smc5-6 complex SMC P-loop ATPase subunit Smc6	IPI	PMID:28134253	PomBase
GO:0030915	Smc5-Smc6 complex	SPCC645.04	nse3	Smc5-6 complex non-SMC MAGE family subunit Nse3	IDA	PMID:15331764	PomBase
GO:0030956	glutamyl-tRNA(Gln) amidotransferase complex	SPAC343.13	gta2	mitochondrial glutamyl-tRNA amidotransferase beta subunit Gta2	IBA	GO_REF:0000033	GO_Central
GO:0030956	glutamyl-tRNA(Gln) amidotransferase complex	SPBC646.03	gta1	mitochondrial glutamyl-tRNA amidotransferase alpha subunit Gta1	IBA	GO_REF:0000033	GO_Central
GO:0030956	glutamyl-tRNA(Gln) amidotransferase complex	SPCC777.11	gta3	mitochondrial glutamyl-tRNA amidotransferase complex subunit Gta3	ISO	GO_REF:0000024	PomBase
GO:0030958	RITS complex	SPAC18G6.02c	chp1	heterochromatin (HP1) family chromodomain protein Chp1	EXP	PMID:22081013	PomBase
GO:0030958	RITS complex	SPAC18G6.02c	chp1	heterochromatin (HP1) family chromodomain protein Chp1	IDA	PMID:14704433	PomBase
GO:0030958	RITS complex	SPBC83.03c	tas3	RITS complex subunit 3	EXP	PMID:22081013	PomBase
GO:0030958	RITS complex	SPBC83.03c	tas3	RITS complex subunit 3	IDA	PMID:14704433	PomBase
GO:0030958	RITS complex	SPCC736.11	ago1	argonaute	EXP	PMID:17531816	PomBase
GO:0030958	RITS complex	SPCC736.11	ago1	argonaute	IDA	PMID:14704433	PomBase
GO:0031011	Ino80 complex	SPAC10F6.08c	nht1	Ino80 complex HMG box subunit Nht1	IPI	PMID:19933844,PMID:33378674	PomBase
GO:0031011	Ino80 complex	SPAC144.02	iec1	Ino80 complex subunit Iec1	IDA	PMID:19040720	PomBase
GO:0031011	Ino80 complex	SPAC144.02	iec1	Ino80 complex subunit Iec1	IPI	PMID:19933844	PomBase
GO:0031011	Ino80 complex	SPAC222.04c	ies6	Ino80 complex subunit Ies6	IDA	PMID:19040720	PomBase
GO:0031011	Ino80 complex	SPAC222.04c	ies6	Ino80 complex subunit Ies6	IPI	PMID:19933844	PomBase
GO:0031011	Ino80 complex	SPAC22H12.02	tfg3	TFIID, TFIIF, Ino80, SWI/SNF, and NuA4 complex YEATS family subunit Tfg3	IPI	PMID:19933844	PomBase
GO:0031011	Ino80 complex	SPAC23D3.09	arp42	SWI/SNF and RSC complex subunit Arp42	ISO	GO_REF:0000024	PomBase
GO:0031011	Ino80 complex	SPAC23G3.04	ies4	Ino80 complex subunit Ies4	IDA	PMID:19040720	PomBase
GO:0031011	Ino80 complex	SPAC23G3.04	ies4	Ino80 complex subunit Ies4	IPI	PMID:19933844	PomBase
GO:0031011	Ino80 complex	SPAC29B12.01	ino80	SNF2 family ATP-dependent chromatin remodeller Ino80	IDA	PMID:19040720	PomBase
GO:0031011	Ino80 complex	SPAC29B12.01	ino80	SNF2 family ATP-dependent chromatin remodeller Ino80	IPI	PMID:19933844	PomBase
GO:0031011	Ino80 complex	SPAC664.02c	arp8	Ino80 complex actin-like protein Arp8	IDA	PMID:19040720	PomBase
GO:0031011	Ino80 complex	SPAC664.02c	arp8	Ino80 complex actin-like protein Arp8	IPI	PMID:19933844	PomBase
GO:0031011	Ino80 complex	SPAC6B12.05c	ies2	Ino80 complex subunit Ies2	IPI	PMID:19933844	PomBase
GO:0031011	Ino80 complex	SPAPB1E7.14	iec5	Ino80 complex subunit Iec5	IDA	PMID:19040720	PomBase
GO:0031011	Ino80 complex	SPAPB1E7.14	iec5	Ino80 complex subunit Iec5	IPI	PMID:33378674	PomBase
GO:0031011	Ino80 complex	SPAPB8E5.09	rvb1	chaperone, AAA family ATPase Rvb1	IDA	PMID:19040720	PomBase
GO:0031011	Ino80 complex	SPAPB8E5.09	rvb1	chaperone, AAA family ATPase Rvb1	IPI	PMID:19933844	PomBase
GO:0031011	Ino80 complex	SPBC32H8.12c	act1	actin Act1	IDA	PMID:19040720	PomBase
GO:0031011	Ino80 complex	SPBC32H8.12c	act1	actin Act1	IPI	PMID:19933844	PomBase
GO:0031011	Ino80 complex	SPBC365.10	arp5	Ino80 complex actin-like protein Arp5	IDA	PMID:19040720	PomBase
GO:0031011	Ino80 complex	SPBC365.10	arp5	Ino80 complex actin-like protein Arp5	IPI	PMID:19933844	PomBase
GO:0031011	Ino80 complex	SPBC83.08	rvb2	chaperone, AAA family ATPase Rvb2	IPI	PMID:19933844	PomBase
GO:0031011	Ino80 complex	SPBP23A10.08	alp5	Ino80, NuA4 and Swr1 complex actin-like protein Arp4	IDA	PMID:19040720	PomBase
GO:0031011	Ino80 complex	SPBP23A10.08	alp5	Ino80, NuA4 and Swr1 complex actin-like protein Arp4	IPI	PMID:19933844	PomBase
GO:0031011	Ino80 complex	SPCC1259.04	iec3	Ino80 complex subunit Iec3	IDA	PMID:19040720	PomBase
GO:0031011	Ino80 complex	SPCC1259.04	iec3	Ino80 complex subunit Iec3	IPI	PMID:19933844,PMID:33378674	PomBase
GO:0031011	Ino80 complex	SPCC16C4.20c	hap2	Ino80 complex HMG box protein Hap2	IPI	PMID:19933844	PomBase
GO:0031080	nuclear pore outer ring	SPAC1486.05	nup189	nucleoporin Nup98 and Nup96	IDA	PMID:15226438	PomBase
GO:0031080	nuclear pore outer ring	SPAC15F9.02	seh1	GATOR2-SEACAT complex WD repeat subunit Seh1	IDA	PMID:15226438	PomBase
GO:0031080	nuclear pore outer ring	SPAC1805.04	nup132	nucleoporin, WD repeat Nup132	IDA	PMID:15226438	PomBase
GO:0031080	nuclear pore outer ring	SPAC1A6.02	wdr55	WD repeat protein, human WDR55 family, involved in ribosome biogenesis	IBA	GO_REF:0000033	GO_Central
GO:0031080	nuclear pore outer ring	SPAC4F10.18	nup37	nucleoporin, WD repeat Nup37	EXP	PMID:23019579	PomBase
GO:0031080	nuclear pore outer ring	SPBC17G9.04c	nup85	nucleoporin Nup85	IDA	PMID:15226438	PomBase
GO:0031080	nuclear pore outer ring	SPBC215.15	sec13	GATOR2-SEACAT complex/COPII-coated vesicle component/nuclear pore outer ring WD repeat protein Sec13	IBA	GO_REF:0000033	GO_Central
GO:0031080	nuclear pore outer ring	SPBC3B9.16c	nup120	nucleoporin, WD repeat Nup120	EXP	PMID:23019579	PomBase
GO:0031080	nuclear pore outer ring	SPBC3B9.16c	nup120	nucleoporin, WD repeat Nup120	IDA	PMID:15226438	PomBase
GO:0031080	nuclear pore outer ring	SPBC428.01c	nup107	nucleoporin Nup107	IDA	PMID:15226438	PomBase
GO:0031080	nuclear pore outer ring	SPBP35G2.06c	nup131	nucleoporin, WD repeat Nup131	IDA	PMID:15226438	PomBase
GO:0031201	SNARE complex	SPAC17G6.07c	use1	SNARE Use1	IBA	GO_REF:0000033	GO_Central
GO:0031201	SNARE complex	SPAC23A1.15c	sec20	SNARE Sec20	IBA	GO_REF:0000033	GO_Central
GO:0031201	SNARE complex	SPAC4G8.10	gos1	SNARE Gos1	IBA	GO_REF:0000033	GO_Central
GO:0031201	SNARE complex	SPAC6F12.03c	fsv1	SNARE Stx8	IBA	GO_REF:0000033	GO_Central
GO:0031201	SNARE complex	SPAC6G9.11	syb1	SNAP receptor, synaptobrevin family	IBA	GO_REF:0000033	GO_Central
GO:0031201	SNARE complex	SPAC823.05c	tlg2	SNARE Tlg2	IBA	GO_REF:0000033	GO_Central
GO:0031201	SNARE complex	SPAC959.02	sec17	alpha SNAP	IBA	GO_REF:0000033	GO_Central
