systematic_id	gene_name	peptide_id	domain_id	database	seq_start	seq_end
SPBC215.11c		SPBC215.11c.1:pep	PR00069	PRINTS	223	247
SPBC215.11c		SPBC215.11c.1:pep	PTHR43625	PANTHER	237	289
SPBC215.11c		SPBC215.11c.1:pep	SSF51430	SUPERFAMILY	22	288
SPBC215.11c		SPBC215.11c.1:pep	cd19088	CDD	25	279
SPBC215.12	cwf10	SPBC215.12.1:pep	G3DSA:2.40.30.10	Gene3D	453	586
SPBC215.12	cwf10	SPBC215.12.1:pep	G3DSA:3.30.230.10	Gene3D	681	835
SPBC215.12	cwf10	SPBC215.12.1:pep	G3DSA:3.30.70.240	Gene3D	836	957
SPBC215.12	cwf10	SPBC215.12.1:pep	G3DSA:3.30.70.870	Gene3D	599	674
SPBC215.12	cwf10	SPBC215.12.1:pep	G3DSA:3.40.50.300	Gene3D	136	316
SPBC215.12	cwf10	SPBC215.12.1:pep	G3DSA:3.90.1430.10	Gene3D	332	436
SPBC215.12	cwf10	SPBC215.12.1:pep	PF00009	PFAM	140	328
SPBC215.12	cwf10	SPBC215.12.1:pep	PF00679	PFAM	840	928
SPBC215.12	cwf10	SPBC215.12.1:pep	PF03144	PFAM	504	579
SPBC215.12	cwf10	SPBC215.12.1:pep	PF03764	PFAM	720	837
SPBC215.12	cwf10	SPBC215.12.1:pep	PF16004	PFAM	4	122
SPBC215.12	cwf10	SPBC215.12.1:pep	PR00315	PRINTS	143	156
SPBC215.12	cwf10	SPBC215.12.1:pep	PR00315	PRINTS	213	223
SPBC215.12	cwf10	SPBC215.12.1:pep	PR00315	PRINTS	229	240
SPBC215.12	cwf10	SPBC215.12.1:pep	PR00315	PRINTS	265	274
SPBC215.12	cwf10	SPBC215.12.1:pep	PS51722	PROFILE	139	402
SPBC215.12	cwf10	SPBC215.12.1:pep	PTHR42908	PANTHER	126	972
SPBC215.12	cwf10	SPBC215.12.1:pep	SM00838	SMART	840	929
SPBC215.12	cwf10	SPBC215.12.1:pep	SM00889	SMART	718	838
SPBC215.12	cwf10	SPBC215.12.1:pep	SSF50447	SUPERFAMILY	455	583
SPBC215.12	cwf10	SPBC215.12.1:pep	SSF52540	SUPERFAMILY	126	451
SPBC215.12	cwf10	SPBC215.12.1:pep	SSF54211	SUPERFAMILY	675	842
SPBC215.12	cwf10	SPBC215.12.1:pep	SSF54980	SUPERFAMILY	597	672
SPBC215.12	cwf10	SPBC215.12.1:pep	SSF54980	SUPERFAMILY	843	931
SPBC215.12	cwf10	SPBC215.12.1:pep	TIGR00231	NCBIFAM	146	285
SPBC215.12	cwf10	SPBC215.12.1:pep	cd01683	CDD	671	848
SPBC215.12	cwf10	SPBC215.12.1:pep	cd04090	CDD	488	581
SPBC215.12	cwf10	SPBC215.12.1:pep	cd04098	CDD	843	922
SPBC215.12	cwf10	SPBC215.12.1:pep	cd04167	CDD	142	339
SPBC215.12	cwf10	SPBC215.12.1:pep	cd16264	CDD	600	671
SPBC215.14c	vps20	SPBC215.14c.1:pep	G3DSA:1.10.287.1060	Gene3D	10	87
SPBC215.14c	vps20	SPBC215.14c.1:pep	PF03357	PFAM	14	177
SPBC215.14c	vps20	SPBC215.14c.1:pep	PTHR22761	PANTHER	11	189
SPBC215.15	sec13	SPBC215.15.1:pep	G3DSA:2.130.10.10	Gene3D	1	297
SPBC215.15	sec13	SPBC215.15.1:pep	PF00400	PFAM	7	36
SPBC215.15	sec13	SPBC215.15.1:pep	PF00400	PFAM	44	82
SPBC215.15	sec13	SPBC215.15.1:pep	PF00400	PFAM	94	127
SPBC215.15	sec13	SPBC215.15.1:pep	PF00400	PFAM	138	186
SPBC215.15	sec13	SPBC215.15.1:pep	PF00400	PFAM	199	236
SPBC215.15	sec13	SPBC215.15.1:pep	PS50082	PROFILE	49	82
SPBC215.15	sec13	SPBC215.15.1:pep	PS50082	PROFILE	201	236
SPBC215.15	sec13	SPBC215.15.1:pep	PTHR11024	PANTHER	2	294
SPBC215.15	sec13	SPBC215.15.1:pep	SM00320	SMART	1	37
SPBC215.15	sec13	SPBC215.15.1:pep	SM00320	SMART	42	83
SPBC215.15	sec13	SPBC215.15.1:pep	SM00320	SMART	88	129
SPBC215.15	sec13	SPBC215.15.1:pep	SM00320	SMART	134	187
SPBC215.15	sec13	SPBC215.15.1:pep	SM00320	SMART	194	237
SPBC215.15	sec13	SPBC215.15.1:pep	SM00320	SMART	245	283
SPBC215.15	sec13	SPBC215.15.1:pep	SSF50978	SUPERFAMILY	10	289
SPBC216.01c	psy2	SPBC216.01c.1:pep	G3DSA:2.30.29.30	Gene3D	42	156
SPBC216.01c	psy2	SPBC216.01c.1:pep	PF04802	PFAM	180	685
SPBC216.01c	psy2	SPBC216.01c.1:pep	PF22972	PFAM	45	141
SPBC216.01c	psy2	SPBC216.01c.1:pep	PTHR23318	PANTHER	26	817
SPBC216.02	num1	SPBC216.02.1:pep	G3DSA:2.30.29.30	Gene3D	815	960
SPBC216.02	num1	SPBC216.02.1:pep	PF12814	PFAM	841	959
SPBC216.02	num1	SPBC216.02.1:pep	PS50003	PROFILE	847	958
SPBC216.02	num1	SPBC216.02.1:pep	SSF50729	SUPERFAMILY	862	957
SPBC216.03		SPBC216.03.1:pep	G3DSA:3.40.50.720	Gene3D	5	242
SPBC216.03		SPBC216.03.1:pep	PF13460	PFAM	8	206
SPBC216.03		SPBC216.03.1:pep	PTHR15020	PANTHER	4	225
SPBC216.03		SPBC216.03.1:pep	SSF51735	SUPERFAMILY	2	226
SPBC216.03		SPBC216.03.1:pep	cd05243	CDD	4	225
SPBC216.04c	mxr2	SPBC216.04c.1:pep	G3DSA:2.170.150.20	Gene3D	1	135
SPBC216.04c	mxr2	SPBC216.04c.1:pep	PF01641	PFAM	11	131
SPBC216.04c	mxr2	SPBC216.04c.1:pep	PS51790	PROFILE	9	133
SPBC216.04c	mxr2	SPBC216.04c.1:pep	PTHR46081	PANTHER	6	135
SPBC216.04c	mxr2	SPBC216.04c.1:pep	SSF51316	SUPERFAMILY	6	134
SPBC216.04c	mxr2	SPBC216.04c.1:pep	TIGR00357	NCBIFAM	7	134
SPBC216.05	rad3	SPBC216.05.1:pep	G3DSA:1.10.1070.11	Gene3D	2185	2379
SPBC216.05	rad3	SPBC216.05.1:pep	G3DSA:1.25.40.10	Gene3D	1434	1802
SPBC216.05	rad3	SPBC216.05.1:pep	G3DSA:3.30.1010.10	Gene3D	1932	2136
SPBC216.05	rad3	SPBC216.05.1:pep	PF00454	PFAM	2078	2321
SPBC216.05	rad3	SPBC216.05.1:pep	PF02259	PFAM	1520	1844
SPBC216.05	rad3	SPBC216.05.1:pep	PF02260	PFAM	2355	2386
SPBC216.05	rad3	SPBC216.05.1:pep	PF08064	PFAM	865	964
SPBC216.05	rad3	SPBC216.05.1:pep	PS00916	PROSITE	2215	2235
SPBC216.05	rad3	SPBC216.05.1:pep	PS50290	PROFILE	2052	2370
SPBC216.05	rad3	SPBC216.05.1:pep	PS51189	PROFILE	1386	1943
SPBC216.05	rad3	SPBC216.05.1:pep	PS51190	PROFILE	2354	2386
SPBC216.05	rad3	SPBC216.05.1:pep	PTHR11139	PANTHER	288	2382
SPBC216.05	rad3	SPBC216.05.1:pep	SM00146	SMART	2079	2375
SPBC216.05	rad3	SPBC216.05.1:pep	SM00802	SMART	862	968
SPBC216.05	rad3	SPBC216.05.1:pep	SM01343	SMART	2354	2386
SPBC216.05	rad3	SPBC216.05.1:pep	SSF48452	SUPERFAMILY	1458	1793
SPBC216.05	rad3	SPBC216.05.1:pep	SSF56112	SUPERFAMILY	1985	2382
SPBC216.05	rad3	SPBC216.05.1:pep	cd00892	CDD	2051	2322
SPBC216.06c	swi1	SPBC216.06c.1:pep	PF04821	PFAM	25	278
SPBC216.06c	swi1	SPBC216.06c.1:pep	PTHR22940	PANTHER	3	946
SPBC216.07c	tor2	SPBC216.07c.1:pep	G3DSA:1.10.1070.11	Gene3D	2085	2264
SPBC216.07c	tor2	SPBC216.07c.1:pep	G3DSA:1.20.120.150	Gene3D	1820	1916
SPBC216.07c	tor2	SPBC216.07c.1:pep	G3DSA:1.25.10.10	Gene3D	4	218
SPBC216.07c	tor2	SPBC216.07c.1:pep	G3DSA:1.25.10.10	Gene3D	238	426
SPBC216.07c	tor2	SPBC216.07c.1:pep	G3DSA:1.25.10.10	Gene3D	437	676
SPBC216.07c	tor2	SPBC216.07c.1:pep	G3DSA:1.25.10.10	Gene3D	705	1077
SPBC216.07c	tor2	SPBC216.07c.1:pep	G3DSA:1.25.40.10	Gene3D	1110	1726
SPBC216.07c	tor2	SPBC216.07c.1:pep	PF00454	PFAM	1984	2232
SPBC216.07c	tor2	SPBC216.07c.1:pep	PF02259	PFAM	1363	1709
SPBC216.07c	tor2	SPBC216.07c.1:pep	PF02260	PFAM	2307	2337
SPBC216.07c	tor2	SPBC216.07c.1:pep	PF08771	PFAM	1817	1915
SPBC216.07c	tor2	SPBC216.07c.1:pep	PF11865	PFAM	722	880
SPBC216.07c	tor2	SPBC216.07c.1:pep	PF13513	PFAM	666	715
SPBC216.07c	tor2	SPBC216.07c.1:pep	PS00915	PROSITE	1988	2002
SPBC216.07c	tor2	SPBC216.07c.1:pep	PS00916	PROSITE	2125	2145
SPBC216.07c	tor2	SPBC216.07c.1:pep	PS50077	PROFILE	688	720
SPBC216.07c	tor2	SPBC216.07c.1:pep	PS50290	PROFILE	1958	2285
SPBC216.07c	tor2	SPBC216.07c.1:pep	PS51189	PROFILE	1228	1784
SPBC216.07c	tor2	SPBC216.07c.1:pep	PS51190	PROFILE	2305	2337
SPBC216.07c	tor2	SPBC216.07c.1:pep	PTHR11139	PANTHER	96	2333
SPBC216.07c	tor2	SPBC216.07c.1:pep	SM00146	SMART	1985	2295
SPBC216.07c	tor2	SPBC216.07c.1:pep	SM01343	SMART	2305	2337
SPBC216.07c	tor2	SPBC216.07c.1:pep	SM01345	SMART	1817	1916
SPBC216.07c	tor2	SPBC216.07c.1:pep	SM01346	SMART	722	880
SPBC216.07c	tor2	SPBC216.07c.1:pep	SSF47212	SUPERFAMILY	1821	1914
SPBC216.07c	tor2	SPBC216.07c.1:pep	SSF48371	SUPERFAMILY	6	552
SPBC216.07c	tor2	SPBC216.07c.1:pep	SSF48371	SUPERFAMILY	356	1348
SPBC216.07c	tor2	SPBC216.07c.1:pep	SSF56112	SUPERFAMILY	1894	2265
SPBC216.07c	tor2	SPBC216.07c.1:pep	cd05169	CDD	1955	2233
SPBC21B10.02		SPBC21B10.02.1:pep	PTHR42093	PANTHER	1	141
SPBC21B10.03c	ath1	SPBC21B10.03c.1:pep	PF06741	PFAM	156	226
SPBC21B10.03c	ath1	SPBC21B10.03c.1:pep	PTHR12854	PANTHER	89	711
SPBC21B10.03c	ath1	SPBC21B10.03c.1:pep	SM01272	SMART	156	227
SPBC21B10.04c	vtc1	SPBC21B10.04c.1:pep	PF02656	PFAM	24	85
SPBC21B10.04c	vtc1	SPBC21B10.04c.1:pep	PTHR46140	PANTHER	9	119
SPBC21B10.05c	wat1	SPBC21B10.05c.1:pep	G3DSA:2.130.10.10	Gene3D	9	312
SPBC21B10.05c	wat1	SPBC21B10.05c.1:pep	PF00400	PFAM	2	25
SPBC21B10.05c	wat1	SPBC21B10.05c.1:pep	PF00400	PFAM	32	67
SPBC21B10.05c	wat1	SPBC21B10.05c.1:pep	PF00400	PFAM	75	111
SPBC21B10.05c	wat1	SPBC21B10.05c.1:pep	PF00400	PFAM	121	152
SPBC21B10.05c	wat1	SPBC21B10.05c.1:pep	PF00400	PFAM	206	243
SPBC21B10.05c	wat1	SPBC21B10.05c.1:pep	PF00400	PFAM	253	286
SPBC21B10.05c	wat1	SPBC21B10.05c.1:pep	PR00320	PRINTS	98	112
SPBC21B10.05c	wat1	SPBC21B10.05c.1:pep	PR00320	PRINTS	230	244
SPBC21B10.05c	wat1	SPBC21B10.05c.1:pep	PR00320	PRINTS	274	288
SPBC21B10.05c	wat1	SPBC21B10.05c.1:pep	PS00678	PROSITE	98	112
SPBC21B10.05c	wat1	SPBC21B10.05c.1:pep	PS00678	PROSITE	274	288
SPBC21B10.05c	wat1	SPBC21B10.05c.1:pep	PS50082	PROFILE	1	35
SPBC21B10.05c	wat1	SPBC21B10.05c.1:pep	PS50082	PROFILE	79	120
SPBC21B10.05c	wat1	SPBC21B10.05c.1:pep	PS50082	PROFILE	120	161
SPBC21B10.05c	wat1	SPBC21B10.05c.1:pep	PS50082	PROFILE	211	252
SPBC21B10.05c	wat1	SPBC21B10.05c.1:pep	PS50082	PROFILE	255	296
SPBC21B10.05c	wat1	SPBC21B10.05c.1:pep	PS50294	PROFILE	79	113
SPBC21B10.05c	wat1	SPBC21B10.05c.1:pep	PS50294	PROFILE	211	245
SPBC21B10.05c	wat1	SPBC21B10.05c.1:pep	PS50294	PROFILE	255	292
SPBC21B10.05c	wat1	SPBC21B10.05c.1:pep	PTHR19842	PANTHER	7	312
SPBC21B10.05c	wat1	SPBC21B10.05c.1:pep	SM00320	SMART	29	67
SPBC21B10.05c	wat1	SPBC21B10.05c.1:pep	SM00320	SMART	72	111
SPBC21B10.05c	wat1	SPBC21B10.05c.1:pep	SM00320	SMART	114	152
SPBC21B10.05c	wat1	SPBC21B10.05c.1:pep	SM00320	SMART	155	195
SPBC21B10.05c	wat1	SPBC21B10.05c.1:pep	SM00320	SMART	204	243
SPBC21B10.05c	wat1	SPBC21B10.05c.1:pep	SM00320	SMART	248	287
SPBC21B10.05c	wat1	SPBC21B10.05c.1:pep	SSF50978	SUPERFAMILY	12	308
SPBC21B10.05c	wat1	SPBC21B10.05c.1:pep	cd00200	CDD	1	287
SPBC21B10.07	crr1	SPBC21B10.07.1:pep	G3DSA:2.60.120.200	Gene3D	127	419
SPBC21B10.07	crr1	SPBC21B10.07.1:pep	PS51762	PROFILE	122	387
SPBC21B10.07	crr1	SPBC21B10.07.1:pep	PTHR10963	PANTHER	65	418
SPBC21B10.07	crr1	SPBC21B10.07.1:pep	SSF49899	SUPERFAMILY	195	418
SPBC21B10.07	crr1	SPBC21B10.07.1:pep	cd02181	CDD	128	418
SPBC21B10.08c		SPBC21B10.08c.1:pep	G3DSA:3.30.70.100	Gene3D	2	105
SPBC21B10.08c		SPBC21B10.08c.1:pep	PF03992	PFAM	10	83
SPBC21B10.08c		SPBC21B10.08c.1:pep	PS51725	PROFILE	8	102
SPBC21B10.08c		SPBC21B10.08c.1:pep	PTHR40624	PANTHER	1	111
SPBC21B10.08c		SPBC21B10.08c.1:pep	SSF54909	SUPERFAMILY	9	88
SPBC21B10.09		SPBC21B10.09.1:pep	G3DSA:1.20.1250.20	Gene3D	42	452
SPBC21B10.09		SPBC21B10.09.1:pep	PF13000	PFAM	52	256
SPBC21B10.09		SPBC21B10.09.1:pep	PF13000	PFAM	341	510
SPBC21B10.09		SPBC21B10.09.1:pep	PTHR12778	PANTHER	37	505
SPBC21B10.09		SPBC21B10.09.1:pep	SSF103473	SUPERFAMILY	41	500
SPBC21B10.09		SPBC21B10.09.1:pep	TIGR00901	NCBIFAM	63	422
SPBC21B10.10	rps402	SPBC21B10.10.1:pep	G3DSA:2.30.30.30	Gene3D	175	245
SPBC21B10.10	rps402	SPBC21B10.10.1:pep	G3DSA:2.40.50.740	Gene3D	122	172
SPBC21B10.10	rps402	SPBC21B10.10.1:pep	G3DSA:3.10.290.10	Gene3D	1	117
SPBC21B10.10	rps402	SPBC21B10.10.1:pep	MF_00485	HAMAP	7	238
SPBC21B10.10	rps402	SPBC21B10.10.1:pep	PF00467	PFAM	180	210
SPBC21B10.10	rps402	SPBC21B10.10.1:pep	PF00900	PFAM	95	169
SPBC21B10.10	rps402	SPBC21B10.10.1:pep	PF08071	PFAM	3	39
SPBC21B10.10	rps402	SPBC21B10.10.1:pep	PF16121	PFAM	212	257
SPBC21B10.10	rps402	SPBC21B10.10.1:pep	PIRSF002116	PIRSF	1	241
SPBC21B10.10	rps402	SPBC21B10.10.1:pep	PS00528	PROSITE	8	22
SPBC21B10.10	rps402	SPBC21B10.10.1:pep	PS50889	PROFILE	42	105
SPBC21B10.10	rps402	SPBC21B10.10.1:pep	PTHR11581	PANTHER	1	256
SPBC21B10.10	rps402	SPBC21B10.10.1:pep	SM00363	SMART	42	106
SPBC21B10.10	rps402	SPBC21B10.10.1:pep	cd00165	CDD	44	112
SPBC21B10.10	rps402	SPBC21B10.10.1:pep	cd06087	CDD	175	229
SPBC21B10.11	dpm2	SPBC21B10.11.1:pep	PF07297	PFAM	2	68
SPBC21B10.11	dpm2	SPBC21B10.11.1:pep	PTHR15039	PANTHER	2	70
SPBC21B10.13c	yox1	SPBC21B10.13c.1:pep	G3DSA:1.10.10.60	Gene3D	11	92
SPBC21B10.13c	yox1	SPBC21B10.13c.1:pep	PF00046	PFAM	34	92
SPBC21B10.13c	yox1	SPBC21B10.13c.1:pep	PS50071	PROFILE	31	93
SPBC21B10.13c	yox1	SPBC21B10.13c.1:pep	PTHR24324	PANTHER	2	183
SPBC21B10.13c	yox1	SPBC21B10.13c.1:pep	SM00389	SMART	33	97
SPBC21B10.13c	yox1	SPBC21B10.13c.1:pep	SSF46689	SUPERFAMILY	30	93
SPBC21B10.13c	yox1	SPBC21B10.13c.1:pep	cd00086	CDD	34	94
SPBC21B10.14	kgd4	SPBC21B10.14.1:pep	PF10937	PFAM	54	86
SPBC21C3.01c	vps1301	SPBC21C3.01c.1:pep	PF06650	PFAM	1848	2415
SPBC21C3.01c	vps1301	SPBC21C3.01c.1:pep	PF12624	PFAM	2	115
SPBC21C3.01c	vps1301	SPBC21C3.01c.1:pep	PF16908	PFAM	143	373
SPBC21C3.01c	vps1301	SPBC21C3.01c.1:pep	PF16909	PFAM	2662	2839
SPBC21C3.01c	vps1301	SPBC21C3.01c.1:pep	PF16910	PFAM	590	821
SPBC21C3.01c	vps1301	SPBC21C3.01c.1:pep	PF21679	PFAM	2937	3024
SPBC21C3.01c	vps1301	SPBC21C3.01c.1:pep	PIRSF037235	PIRSF	1	3067
SPBC21C3.01c	vps1301	SPBC21C3.01c.1:pep	PTHR16166	PANTHER	6	3044
SPBC21C3.02c	dep1	SPBC21C3.02c.1:pep	PF08598	PFAM	310	425
SPBC21C3.02c	dep1	SPBC21C3.02c.1:pep	PTHR21964	PANTHER	2	424
SPBC21C3.02c	dep1	SPBC21C3.02c.1:pep	SM01401	SMART	308	482
SPBC21C3.03	cqd1	SPBC21C3.03.1:pep	PF03109	PFAM	233	286
SPBC21C3.03	cqd1	SPBC21C3.03.1:pep	PF03109	PFAM	317	540
SPBC21C3.03	cqd1	SPBC21C3.03.1:pep	PTHR45890	PANTHER	96	691
SPBC21C3.03	cqd1	SPBC21C3.03.1:pep	SSF56112	SUPERFAMILY	238	464
SPBC21C3.03	cqd1	SPBC21C3.03.1:pep	cd13971	CDD	233	576
SPBC21C3.04c	mrx14	SPBC21C3.04c.1:pep	G3DSA:1.10.287.3980	Gene3D	63	108
SPBC21C3.04c	mrx14	SPBC21C3.04c.1:pep	MF_00391	HAMAP	65	108
SPBC21C3.04c	mrx14	SPBC21C3.04c.1:pep	PF00468	PFAM	67	108
SPBC21C3.04c	mrx14	SPBC21C3.04c.1:pep	PTHR14503	PANTHER	44	108
SPBC21C3.04c	mrx14	SPBC21C3.04c.1:pep	TIGR01030	NCBIFAM	69	107
SPBC21C3.05	sap62	SPBC21C3.05.1:pep	G3DSA:2.60.40.2690	Gene3D	100	216
SPBC21C3.05	sap62	SPBC21C3.05.1:pep	PF12874	PFAM	54	78
SPBC21C3.05	sap62	SPBC21C3.05.1:pep	PF16835	PFAM	118	204
SPBC21C3.05	sap62	SPBC21C3.05.1:pep	PS50171	PROFILE	54	84
SPBC21C3.05	sap62	SPBC21C3.05.1:pep	PTHR23205	PANTHER	1	215
SPBC21C3.05	sap62	SPBC21C3.05.1:pep	SM00451	SMART	51	85
SPBC21C3.05	sap62	SPBC21C3.05.1:pep	SM01050	SMART	110	215
SPBC21C3.05	sap62	SPBC21C3.05.1:pep	SSF57667	SUPERFAMILY	47	86
SPBC21C3.07c	trm140	SPBC21C3.07c.1:pep	G3DSA:3.40.50.150	Gene3D	76	303
SPBC21C3.07c	trm140	SPBC21C3.07c.1:pep	PF08242	PFAM	122	225
SPBC21C3.07c	trm140	SPBC21C3.07c.1:pep	PIRSF037755	PIRSF	5	307
SPBC21C3.07c	trm140	SPBC21C3.07c.1:pep	PTHR22809	PANTHER	22	307
SPBC21C3.07c	trm140	SPBC21C3.07c.1:pep	SSF53335	SUPERFAMILY	79	305
SPBC21C3.07c	trm140	SPBC21C3.07c.1:pep	cd02440	CDD	121	227
SPBC21C3.08c	car2	SPBC21C3.08c.1:pep	G3DSA:3.40.640.10	Gene3D	67	327
SPBC21C3.08c	car2	SPBC21C3.08c.1:pep	G3DSA:3.90.1150.10	Gene3D	20	412
SPBC21C3.08c	car2	SPBC21C3.08c.1:pep	PF00202	PFAM	23	420
SPBC21C3.08c	car2	SPBC21C3.08c.1:pep	PIRSF000521	PIRSF	3	168
SPBC21C3.08c	car2	SPBC21C3.08c.1:pep	PIRSF000521	PIRSF	185	424
SPBC21C3.08c	car2	SPBC21C3.08c.1:pep	PS00600	PROSITE	243	280
SPBC21C3.08c	car2	SPBC21C3.08c.1:pep	PTHR11986	PANTHER	12	421
SPBC21C3.08c	car2	SPBC21C3.08c.1:pep	SSF53383	SUPERFAMILY	22	423
SPBC21C3.08c	car2	SPBC21C3.08c.1:pep	TIGR01885	NCBIFAM	14	421
SPBC21C3.08c	car2	SPBC21C3.08c.1:pep	cd00610	CDD	16	421
SPBC21C3.09c	oaa1	SPBC21C3.09c.1:pep	G3DSA:3.90.850.10	Gene3D	1	220
SPBC21C3.09c	oaa1	SPBC21C3.09c.1:pep	PF01557	PFAM	7	200
SPBC21C3.09c	oaa1	SPBC21C3.09c.1:pep	PTHR11820	PANTHER	5	219
SPBC21C3.09c	oaa1	SPBC21C3.09c.1:pep	SSF56529	SUPERFAMILY	4	200
SPBC21C3.10c	rib7	SPBC21C3.10c.1:pep	G3DSA:3.40.430.10	Gene3D	2	251
SPBC21C3.10c	rib7	SPBC21C3.10c.1:pep	PF01872	PFAM	16	245
SPBC21C3.10c	rib7	SPBC21C3.10c.1:pep	PTHR38011	PANTHER	14	252
SPBC21C3.10c	rib7	SPBC21C3.10c.1:pep	SSF53597	SUPERFAMILY	14	250
SPBC21C3.11	ubx4	SPBC21C3.11.1:pep	G3DSA:3.10.20.90	Gene3D	4	81
SPBC21C3.11	ubx4	SPBC21C3.11.1:pep	PF00789	PFAM	352	389
SPBC21C3.11	ubx4	SPBC21C3.11.1:pep	PF11470	PFAM	7	68
SPBC21C3.11	ubx4	SPBC21C3.11.1:pep	PS50033	PROFILE	341	390
SPBC21C3.11	ubx4	SPBC21C3.11.1:pep	PTHR46467	PANTHER	3	395
SPBC21C3.11	ubx4	SPBC21C3.11.1:pep	SSF54236	SUPERFAMILY	7	73
SPBC21C3.11	ubx4	SPBC21C3.11.1:pep	SSF54236	SUPERFAMILY	335	391
SPBC21C3.11	ubx4	SPBC21C3.11.1:pep	cd01767	CDD	348	415
SPBC21C3.12c		SPBC21C3.12c.1:pep	G3DSA:3.40.30.10	Gene3D	5	123
SPBC21C3.12c		SPBC21C3.12c.1:pep	PF06110	PFAM	10	99
SPBC21C3.12c		SPBC21C3.12c.1:pep	PTHR12452	PANTHER	13	122
SPBC21C3.12c		SPBC21C3.12c.1:pep	SSF52833	SUPERFAMILY	15	95
SPBC21C3.13	rps1901	SPBC21C3.13.1:pep	G3DSA:1.10.10.10	Gene3D	1	142
SPBC21C3.13	rps1901	SPBC21C3.13.1:pep	PF01090	PFAM	5	140
SPBC21C3.13	rps1901	SPBC21C3.13.1:pep	PS00628	PROSITE	89	108
SPBC21C3.13	rps1901	SPBC21C3.13.1:pep	PTHR11710	PANTHER	2	140
SPBC21C3.13	rps1901	SPBC21C3.13.1:pep	SM01413	SMART	5	141
SPBC21C3.13	rps1901	SPBC21C3.13.1:pep	SSF46785	SUPERFAMILY	4	142
SPBC21C3.14c		SPBC21C3.14c.1:pep	PTHR16112	PANTHER	583	768
SPBC21C3.15c		SPBC21C3.15c.1:pep	G3DSA:3.40.309.10	Gene3D	242	437
SPBC21C3.15c		SPBC21C3.15c.1:pep	G3DSA:3.40.605.10	Gene3D	4	465
SPBC21C3.15c		SPBC21C3.15c.1:pep	PF00171	PFAM	4	467
SPBC21C3.15c		SPBC21C3.15c.1:pep	PS00070	PROSITE	266	277
SPBC21C3.15c		SPBC21C3.15c.1:pep	PS00687	PROSITE	238	245
SPBC21C3.15c		SPBC21C3.15c.1:pep	PTHR11699	PANTHER	3	467
SPBC21C3.15c		SPBC21C3.15c.1:pep	SSF53720	SUPERFAMILY	3	472
SPBC21C3.15c		SPBC21C3.15c.1:pep	cd07098	CDD	8	471
SPBC21C3.16c	spt4	SPBC21C3.16c.1:pep	G3DSA:3.30.40.210	Gene3D	7	105
SPBC21C3.16c	spt4	SPBC21C3.16c.1:pep	PF06093	PFAM	10	78
SPBC21C3.16c	spt4	SPBC21C3.16c.1:pep	PIRSF025023	PIRSF	1	104
SPBC21C3.16c	spt4	SPBC21C3.16c.1:pep	PTHR12882	PANTHER	7	101
SPBC21C3.16c	spt4	SPBC21C3.16c.1:pep	SM01389	SMART	9	78
SPBC21C3.16c	spt4	SPBC21C3.16c.1:pep	SSF63393	SUPERFAMILY	5	77
SPBC21C3.16c	spt4	SPBC21C3.16c.1:pep	cd07973	CDD	8	96
SPBC21C3.17c	psg1	SPBC21C3.17c.1:pep	PF14610	PFAM	25	171
SPBC21C3.18	spo4	SPBC21C3.18.1:pep	G3DSA:1.10.510.10	Gene3D	151	415
SPBC21C3.18	spo4	SPBC21C3.18.1:pep	G3DSA:3.30.200.20	Gene3D	20	142
SPBC21C3.18	spo4	SPBC21C3.18.1:pep	PF00069	PFAM	85	219
SPBC21C3.18	spo4	SPBC21C3.18.1:pep	PF00069	PFAM	258	403
SPBC21C3.18	spo4	SPBC21C3.18.1:pep	PS50011	PROFILE	40	403
SPBC21C3.18	spo4	SPBC21C3.18.1:pep	PTHR44167	PANTHER	36	405
SPBC21C3.18	spo4	SPBC21C3.18.1:pep	SM00220	SMART	40	403
SPBC21C3.18	spo4	SPBC21C3.18.1:pep	SSF56112	SUPERFAMILY	26	404
SPBC21C3.18	spo4	SPBC21C3.18.1:pep	cd14019	CDD	38	403
SPBC21C3.19	rtc3	SPBC21C3.19.1:pep	G3DSA:3.30.1250.10	Gene3D	5	106
SPBC21C3.19	rtc3	SPBC21C3.19.1:pep	PF01172	PFAM	7	98
SPBC21C3.19	rtc3	SPBC21C3.19.1:pep	PTHR10927	PANTHER	6	96
SPBC21C3.19	rtc3	SPBC21C3.19.1:pep	SSF89895	SUPERFAMILY	7	103
SPBC21C3.20c	git1	SPBC21C3.20c.1:pep	PS51258	PROFILE	567	700
SPBC21C3.20c	git1	SPBC21C3.20c.1:pep	PS51259	PROFILE	981	1097
SPBC21C3.20c	git1	SPBC21C3.20c.1:pep	PTHR47263	PANTHER	4	1097
SPBC21C3.20c	git1	SPBC21C3.20c.1:pep	SSF49562	SUPERFAMILY	786	904
SPBC21D10.05c	ucp3	SPBC21D10.05c.1:pep	G3DSA:1.10.220.150	Gene3D	2	134
SPBC21D10.05c	ucp3	SPBC21D10.05c.1:pep	G3DSA:1.10.8.10	Gene3D	135	201
SPBC21D10.05c	ucp3	SPBC21D10.05c.1:pep	PF01412	PFAM	9	124
SPBC21D10.05c	ucp3	SPBC21D10.05c.1:pep	PR00405	PRINTS	20	39
SPBC21D10.05c	ucp3	SPBC21D10.05c.1:pep	PR00405	PRINTS	39	56
